p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PHACTR2	1.22439491704003e-06	0.334474299135521	0.298	0.201	0.0448140783585821
RB1	1.27107707467519e-06	0.377782169639526	0.374	0.281	0.0465226920101865
HSPA1A	1.31706532970112e-06	0.469296887843083	0.135	0.068	0.0482059081323906
RELCH	1.33524686519057e-06	0.331552836731777	0.295	0.202	0.0488713705128401
IKZF3	1.34499799655381e-06	0.422233154291124	0.442	0.359	0.049228271671866
TC2N	1.36179203891185e-06	0.343937338758016	0.278	0.19	0.0498429504162125
PSMC4	1.38652808351868e-06	-0.297937838619593	0.197	0.285	0.0507483143848673
SHLD1	1.39133139803863e-06	0.255279308618083	0.193	0.111	0.050924120499612
PSMA3-AS1	1.41748060391922e-06	0.287764675393825	0.278	0.184	0.0518812075840473
GPBP1L1	1.43456796301513e-06	0.327729793652666	0.299	0.204	0.0525066220143167
SINHCAF	1.43933080478222e-06	0.288969066412844	0.226	0.139	0.052680946785834
DTNB	1.4630866626021e-06	0.307606157614515	0.134	0.067	0.0535504349378995
PRKCH	1.47129376018156e-06	0.290149423756888	0.787	0.781	0.0538508229164052
MRPL33	1.47836011606489e-06	-0.269947399885084	0.161	0.245	0.054109458608091
RAB1A	1.53295336187982e-06	0.3555457187524	0.412	0.32	0.0561076259981634
VIM-AS1	1.54687123576162e-06	-0.25306008358219	0.191	0.283	0.056617034100111
TTC39C	1.55427543465708e-06	0.406307934185962	0.489	0.398	0.0568880351838839
IARS	1.59451235190817e-06	0.280444733435184	0.171	0.095	0.0583607465921908
FOXJ3	1.59744797928301e-06	0.361677840825273	0.45	0.347	0.0584681934897376
RANBP9	1.60644457384414e-06	0.356146674779256	0.433	0.34	0.0587974778472694
RAB10	1.61027536165099e-06	0.373295368025808	0.45	0.368	0.058937688511788
CAB39	1.61847020976341e-06	0.406591553963884	0.456	0.378	0.0592376281475505
ARID4A	1.63129202994991e-06	0.29246796375926	0.305	0.21	0.0597069195881965
VPS37B	1.67620482193124e-06	-0.28934342294169	0.496	0.596	0.0613507726875054
SRSF7	1.73775539646147e-06	-0.257431989783711	0.631	0.737	0.0636035852658863
LCOR	1.77660230193253e-06	0.401244207663259	0.403	0.313	0.0650254208530326
GFPT1	1.80605749274931e-06	0.335708612707859	0.248	0.159	0.0661035102921174
QRICH1	1.80819218960353e-06	0.353625710957736	0.272	0.18	0.0661816423316786
ASXL1	1.86592642700505e-06	0.36002477076924	0.458	0.356	0.0682947731548119
SCAF11	1.87572969540457e-06	0.308894380251926	0.617	0.535	0.0686535825815028
WASHC4	1.87641269725713e-06	0.315384413886016	0.225	0.141	0.0686785811323082
FAM193A	1.88949023163239e-06	0.297026113419194	0.286	0.192	0.0691572319679772
FUNDC2	1.90059565449041e-06	-0.264562448228749	0.177	0.262	0.0695637015500035
AAK1	1.96090596386582e-06	0.308670689341287	0.606	0.549	0.0717711191834529
PDE7A	1.97218860393927e-06	0.358504787076304	0.613	0.539	0.0721840750927811
CACUL1	1.98791191285174e-06	0.32174544057435	0.27	0.18	0.0727595639222866
GSTO1	2.0241162770519e-06	-0.254693848684095	0.196	0.282	0.0740846798563767
KIAA1958	2.04431663302841e-06	0.26236683436948	0.106	0.047	0.0748240330854729
QKI	2.06581713844486e-06	0.36611930568762	0.557	0.467	0.0756109730842205
NCOA3	2.0807382247999e-06	0.387651331366275	0.535	0.462	0.0761570997659012
CASK	2.08163433163881e-06	0.370418072560717	0.226	0.144	0.0761898981723119
FBXO28	2.13245621131653e-06	0.341302427883282	0.238	0.153	0.0780500297903963
TGFBR2	2.16651745795644e-06	0.33156586200406	0.601	0.522	0.0792967054786638
TIAM1	2.17495674684962e-06	0.314287340175788	0.242	0.153	0.079605591891443
FAM13B	2.1758605539605e-06	0.401506048797406	0.377	0.287	0.0796386721355081
TMBIM1	2.26440845146176e-06	-0.250640744791385	0.218	0.305	0.0828796137319517
GCC2	2.26568327340716e-06	0.303659400874417	0.485	0.384	0.0829262734899755
WAS	2.293758713067e-06	-0.26228681729278	0.141	0.22	0.0839538626569651
KANSL1	2.32760313864434e-06	0.304863248523357	0.685	0.644	0.0851926024775216
SLC7A5	2.36981036720819e-06	-0.263647462822474	0.401	0.505	0.0867374292501868
USP32	2.5755209172071e-06	0.315851933588797	0.191	0.113	0.0942666410906969
PRDM2	2.62784142481082e-06	0.350659523292144	0.465	0.373	0.0961816239895007
HMGB2	2.72793917515896e-06	-0.27450376435201	0.216	0.303	0.0998453017499932
GAPVD1	2.73143736345814e-06	0.349007734163521	0.281	0.192	0.0999733389399315
SP3	2.78096562428663e-06	0.370096382487448	0.403	0.319	0.101786122814515
POU2F1	2.91042121663484e-06	0.323540179103415	0.225	0.141	0.106524326950052
SF1	3.11654937178826e-06	0.331964915745736	0.565	0.505	0.114068823556822
ANKS1A	3.15487894386918e-06	0.343010184894728	0.325	0.229	0.115471724224556
TTLL5	3.25107381332919e-06	0.312238232206242	0.265	0.177	0.118992552641662
ABLIM1	3.34862631715775e-06	0.323879694592279	0.651	0.623	0.122563071834291
RAF1	3.40593479275523e-06	0.345042090276022	0.327	0.235	0.124660619349634
RAPGEF6	3.48509386556814e-06	0.344135801385085	0.517	0.428	0.12755792057366
CAMKMT	3.49494884272661e-06	0.344155091132523	0.232	0.149	0.127918622592636
GSTK1	3.51931206202133e-06	-0.261251166797917	0.246	0.332	0.128810340782043
MAN2A1	3.62634140868998e-06	0.289686882158735	0.259	0.171	0.132727721899462
RASA1	3.64874212277717e-06	0.268998140309743	0.257	0.168	0.133547610435767
HSP90AB1	3.69384944676971e-06	0.279553920353875	0.858	0.852	0.135198583601218
ABI2	3.74166334871055e-06	0.297393336278157	0.138	0.073	0.136948620226155
SMG7	3.74369226412055e-06	0.34653912788416	0.249	0.167	0.137022880559076
TNFRSF25	3.76295900226426e-06	0.254688647157839	0.145	0.077	0.137728062441874
PPIG	3.89455558765803e-06	0.360923043598196	0.483	0.403	0.142544629063871
ZNF638	3.97532186724286e-06	0.328765192294538	0.421	0.334	0.145500755662956
AC068282.1	4.05013984087159e-06	0.281881146974216	0.158	0.089	0.148239168315741
ST3GAL1	4.06146190206056e-06	0.333105125420071	0.223	0.145	0.148653567077319
ZSWIM6	4.06985769032448e-06	0.340232265001998	0.713	0.672	0.148960861323566
ACAP2	4.08895538996587e-06	0.314361093777135	0.486	0.397	0.149659856228141
TBC1D15	4.16601912964694e-06	0.325662911963532	0.296	0.204	0.152480466164208
FLT3LG	4.18258165543517e-06	0.261380920310364	0.264	0.173	0.153086671170583
AP2B1	4.26218450323055e-06	0.344285159135789	0.393	0.305	0.156000215002741
UBR3	4.44879734029349e-06	0.340846496939485	0.303	0.217	0.162830431452082
NFKBIZ	4.84951736887212e-06	-0.274800662322449	0.22	0.31	0.177497185218088
XIAP	4.89332442313506e-06	0.323524126074073	0.234	0.152	0.179100567211166
AKAP9	5.00068541047019e-06	0.3049404626096	0.52	0.433	0.183030086708619
SNX25	5.03209157900926e-06	0.308059048786777	0.26	0.174	0.184179583883318
UBR5	5.19040868223194e-06	0.359763586673041	0.403	0.31	0.189974148178371
GTF2F2	5.29039002143278e-06	0.332288723572304	0.284	0.199	0.193633565174461
USP25	5.56015931892879e-06	0.317944983540674	0.389	0.291	0.203507391232113
TXNRD1	5.61293428311209e-06	0.337044342189255	0.275	0.192	0.205439007696186
RNF24	5.67015387333088e-06	0.26481733870143	0.212	0.132	0.207533301917784
ANKRD17	5.84006142113632e-06	0.345367194769188	0.55	0.485	0.21375208807501
SIDT1	5.85617328420412e-06	0.328844635945093	0.268	0.183	0.214341798375155
FNBP4	5.89448470960829e-06	0.316747945922352	0.443	0.343	0.215744034856373
MBNL2	5.91143691769637e-06	0.385170507228198	0.425	0.342	0.216364502624605
ATP11B	6.02745252489898e-06	0.346779062857718	0.47	0.384	0.220610789863827
CYP20A1	6.0710391479854e-06	0.342222043276813	0.329	0.239	0.222206103855414
GPHN	6.14144110943579e-06	0.314656379986682	0.199	0.122	0.22478288604646
UST	6.28059314653742e-06	-0.268099586471645	0.317	0.421	0.229875989756416
ZNF644	6.73995814968386e-06	0.408931673404546	0.547	0.475	0.246689208236579
SREBF2	6.96494545379442e-06	0.336579079888589	0.481	0.388	0.25492396855433
ABHD18	7.07585777223667e-06	0.266732032616504	0.216	0.135	0.258983470321634
TUFM	7.19458969312227e-06	-0.260828606539312	0.207	0.291	0.263329177357968
UHRF2	7.20461651974359e-06	0.333934381199386	0.282	0.195	0.263696169239135
GBF1	7.49063339868295e-06	0.360756993326796	0.441	0.363	0.274164673025195
TMOD3	7.50456977936755e-06	0.346625026576452	0.519	0.444	0.274674758494632
SYNRG	7.56014908733471e-06	0.341741337298641	0.338	0.251	0.276709016745538
SIK2	7.61296468166575e-06	0.365809658234865	0.355	0.267	0.278642120313648
AMBRA1	7.70169204436569e-06	0.375975700623049	0.377	0.297	0.281889630515829
LARP1	7.76500487871506e-06	0.254359094066316	0.155	0.088	0.28420694356585
PSIP1	7.83130840518729e-06	0.279251570906579	0.224	0.146	0.28663371893826
SLC23A2	8.07037208741638e-06	0.333589153014715	0.229	0.15	0.295383688771527
TAOK3	8.56307664781403e-06	0.367828735790046	0.515	0.434	0.313417168386641
SENP5	8.6704704520014e-06	0.319775351826096	0.423	0.33	0.317347889013703
NME7	9.17507417942083e-06	0.356409839854422	0.177	0.11	0.335816890040982
BCL2	9.32613197220433e-06	0.284811285942715	0.265	0.182	0.341345756314651
MIR222HG	9.40055147242417e-06	-0.251124850698279	0.092	0.157	0.344069584442197
USP42	9.51215941463997e-06	0.257949783336334	0.202	0.125	0.348154546735238
UTRN	9.74918819402811e-06	0.28308128964894	0.778	0.759	0.356830037089623
RPRD1A	1.0080604940643e-05	0.250610870069367	0.213	0.134	0.368960221432473
TRAK2	1.04146308229818e-05	0.328154960373011	0.217	0.14	0.381185902751958
SPOCK2	1.04268777000168e-05	0.330738637511836	0.44	0.351	0.381634150698313
KLF3	1.04285587980408e-05	0.269162808123735	0.475	0.387	0.381695680567092
UMAD1	1.04594652643453e-05	0.377701625976769	0.28	0.203	0.382826888140302
MYO9A	1.05128365474204e-05	0.268823272386656	0.189	0.117	0.384780330472136
APPBP2	1.07130566910358e-05	0.314011213372866	0.283	0.198	0.392108587948603
ARMH4	1.08290061023086e-05	0.272141334043788	0.164	0.097	0.396352452350596
TENT2	1.10662835122201e-05	0.341485475301574	0.424	0.333	0.405037042830769
CDK13	1.11866502016789e-05	0.353261002664713	0.533	0.471	0.409442584031651
PIAS1	1.12665108079995e-05	0.350279169257645	0.517	0.446	0.412365562083588
GATAD2A	1.13204583960997e-05	0.370589376034596	0.625	0.568	0.414340097755644
BRWD1	1.16022212359624e-05	0.31061931326272	0.364	0.275	0.424652899457459
UBE2E1	1.16372676030862e-05	0.431734388386158	0.311	0.235	0.425935631540556
SFMBT2	1.17422363690132e-05	0.322166776677886	0.262	0.184	0.429777593342254
UBAP2	1.17536034593828e-05	0.39084436264678	0.241	0.166	0.430193640216869
LARP4B	1.17537636726238e-05	0.32847052877488	0.338	0.256	0.430199504181704
DYRK1A	1.2136042408199e-05	0.378908831546148	0.561	0.51	0.444191288182493
MYCBP2	1.22491326544624e-05	0.338976963674351	0.398	0.315	0.448330504285979
SOS2	1.27453108175329e-05	0.347475410748064	0.708	0.672	0.466491121232523
PPA1	1.29092357308301e-05	0.256900365751297	0.218	0.14	0.472490936984112
RICTOR	1.31534267721081e-05	0.349663926026854	0.534	0.476	0.481428573285929
PIGL	1.32433018469027e-05	0.250967114071294	0.161	0.093	0.484718090898487
CNST	1.35050580633002e-05	0.329443052473302	0.308	0.223	0.494298630174851
CREBBP	1.37369631956345e-05	0.348137285235592	0.57	0.504	0.502786589923418
ITM2A	1.4120897796468e-05	0.251331917336186	0.275	0.184	0.516838980248524
TNFAIP3	1.42344031816536e-05	0.351465950939113	0.723	0.699	0.520993390851704
RUNX2	1.46709428062565e-05	0.308255509605943	0.131	0.073	0.536971177651796
FDX1	1.56464592591277e-05	-0.315568003083385	0.177	0.248	0.572676055343332
XKR6	1.60309970492576e-05	0.313510564936832	0.208	0.135	0.586750522999877
RBL2	1.60619362234847e-05	0.300626934479413	0.321	0.232	0.587882927715764
GNAQ	1.60750942197354e-05	0.271654525301198	0.165	0.099	0.588364523536534
AC131568.1	1.63386261507692e-05	0.251436876807186	0.119	0.063	0.598010055744303
KLC1	1.66023734892409e-05	0.273856201005463	0.249	0.167	0.607663472079708
STK17A	1.67857462430554e-05	0.299982870091178	0.712	0.671	0.614375098242071
NCOA7	1.68928045173235e-05	0.297687067224439	0.172	0.104	0.618293538138556
RASGRP1	1.72074444948664e-05	0.328677987356399	0.398	0.313	0.629809675956606
MAPK14	1.78164808281421e-05	0.292333746133995	0.325	0.238	0.65210101479083
ZNF586	1.78257843942222e-05	0.276292890401381	0.146	0.084	0.652441534612928
PDXDC1	1.84435345508744e-05	0.311926596264719	0.255	0.176	0.675051808096553
ATP9B	1.84755391983505e-05	0.315056454200524	0.331	0.247	0.676223210198825
DYM	1.90530330867824e-05	0.380006501807286	0.331	0.253	0.697360064009323
NFX1	2.09607940244505e-05	0.322602554792788	0.248	0.171	0.767186022088911
NIPBL	2.1182427635893e-05	0.276301092818353	0.67	0.617	0.775298033901318
CD83	2.1228039828627e-05	-0.251311209461677	0.289	0.387	0.776967485767576
ABHD15-AS1	2.17961265247969e-05	0.301218517190842	0.157	0.093	0.79776002693409
TNKS	2.24137364492458e-05	0.333275836844498	0.349	0.267	0.820365167778847
TRAF3IP2-AS1	2.24742231855634e-05	0.294067739700116	0.117	0.062	0.822579042814804
OGDH	2.26416982581552e-05	0.346291670285141	0.395	0.314	0.828708797946737
NKTR	2.40900308894689e-05	0.354229201729292	0.388	0.301	0.881719220585451
EIF4E3	2.41787031740119e-05	0.266218843412484	0.173	0.105	0.88496471487201
BACH2	2.43282038327929e-05	0.265136853928484	0.864	0.878	0.890436588484054
CD2AP	2.44352045094584e-05	0.276399237487314	0.17	0.105	0.894352920250689
FER	2.64460742574727e-05	0.308084010253998	0.33	0.246	0.967952763897757
ITSN2	2.67380387921204e-05	0.289752923754144	0.568	0.511	0.978638957830398
SUZ12	2.69922530617874e-05	0.298595760989548	0.215	0.141	0.987943454314482
FLI1	2.73014442118721e-05	0.303108184200054	0.295	0.214	0.999260159598729
AL157402.2	2.76384832223369e-05	0.262545995529595	0.151	0.089	1
AGO4	2.8357287563209e-05	0.268354589091215	0.182	0.112	1
SNX14	2.88756169990258e-05	0.387233300174286	0.289	0.212	1
RSF1	2.99565598195643e-05	0.345565712816039	0.511	0.431	1
MGAT5	3.04880613078804e-05	0.345137831772247	0.337	0.262	1
UBAC2	3.15831713750469e-05	0.309736610426095	0.422	0.346	1
PPP3R1	3.32828819588912e-05	0.378531928357952	0.38	0.299	1
ATXN3	3.38076594584703e-05	0.320587900710165	0.23	0.156	1
ABHD3	3.55560129431298e-05	0.295427908908891	0.276	0.199	1
SRSF4	3.59058288480917e-05	0.358698307134038	0.492	0.414	1
TYW1	3.75926532777268e-05	0.25842849352901	0.216	0.144	1
FTO	3.94062275999613e-05	0.261425580550741	0.24	0.163	1
FCHSD2	3.98594646328018e-05	0.381746376542304	0.367	0.293	1
RAP1A	4.0452331240362e-05	0.328630817106975	0.62	0.575	1
SCMH1	4.08331016938334e-05	0.278546368621382	0.118	0.064	1
PIP5K1A	4.17262687523441e-05	0.315774396539465	0.231	0.16	1
TMEM131	4.21274169549203e-05	0.363142766527042	0.314	0.236	1
WNK1	4.23677799708562e-05	0.340640139770043	0.469	0.4	1
PUM1	4.25508648588548e-05	0.296684145672193	0.495	0.421	1
MARCKSL1	4.26798666859222e-05	-0.262143637232218	0.258	0.339	1
ECPAS	4.34277215878096e-05	0.389428679538122	0.323	0.253	1
HERC4	4.34758786093653e-05	0.326788993308714	0.291	0.213	1
FAM107B	4.40537349414836e-05	0.287952404806266	0.691	0.673	1
PPP6R2	4.7357572566249e-05	0.324440690413928	0.32	0.238	1
CASC4	4.76502908509931e-05	0.315118101595127	0.289	0.212	1
TLE4	4.90965851016432e-05	0.344147668511949	0.57	0.522	1
HELZ	5.04107540924607e-05	0.353478365924284	0.502	0.446	1
CHCHD3	5.12560602293913e-05	0.325092606644856	0.282	0.207	1
ZNF710	5.12894236817931e-05	0.348153899241205	0.252	0.178	1
RPS6KB1	5.16949568247312e-05	0.287859343953479	0.23	0.158	1
ABI1	5.24568352815351e-05	0.343870509968925	0.452	0.376	1
KCMF1	5.43307031065242e-05	0.342154563485719	0.415	0.34	1
PHLPP1	5.6103131101955e-05	0.381732674419122	0.287	0.21	1
HSPH1	5.67605445745269e-05	0.335585712996541	0.316	0.241	1
PGAP1	5.7205341233178e-05	0.296441768163792	0.124	0.07	1
UBE2H	5.77252940142219e-05	0.340568211247247	0.475	0.405	1
USP37	5.79838734820976e-05	0.337454124276835	0.202	0.137	1
PIK3CA	5.83151675676849e-05	0.302193724002213	0.337	0.262	1
SNHG14	6.0910841309635e-05	0.290396826719592	0.209	0.14	1
CLASP1	6.16571161915753e-05	0.338622046340842	0.569	0.512	1
PRKAR2A	6.20729071482335e-05	0.321076120910119	0.487	0.418	1
AC008105.3	6.28110844512667e-05	0.329195433157377	0.328	0.25	1
LYST	6.75102185152124e-05	0.316934229814863	0.653	0.624	1
ID2	6.89856474423042e-05	0.309491713660533	0.57	0.496	1
GNAS	6.90603800875379e-05	0.260301828745031	0.682	0.678	1
WDFY2	7.17350752763882e-05	0.319001885420452	0.37	0.291	1
MAP3K2	7.35579062623737e-05	0.299266008321365	0.541	0.483	1
REV3L	7.47214027388542e-05	0.334989423753229	0.316	0.24	1
SMG6	7.61384519259227e-05	0.259495633364853	0.345	0.26	1
DAAM1	7.70692061801444e-05	0.298199753749693	0.299	0.222	1
UBE2M	7.71363757959426e-05	0.31887632497341	0.233	0.164	1
ERBIN	7.74155475430191e-05	0.32609652064919	0.574	0.525	1
VPS13B	7.78951328983362e-05	0.318722654659458	0.475	0.412	1
TRIM24	7.8206506649304e-05	0.263235827803885	0.203	0.136	1
PPP1CB	8.00350450550063e-05	0.325416265131058	0.519	0.461	1
SNX6	8.12017422242128e-05	0.293213257018704	0.406	0.324	1
KPNB1	8.63142261127592e-05	0.293393434927263	0.324	0.246	1
FBXO42	8.73222044194774e-05	0.259458235724974	0.295	0.215	1
ZNF83	8.98627544912678e-05	0.37844754210952	0.366	0.294	1
ARHGEF3	9.0132343134826e-05	0.299561187845968	0.627	0.591	1
USP9X	9.05249121472194e-05	0.329531641331599	0.409	0.338	1
MICU2	9.05502876699368e-05	0.309771034083435	0.372	0.287	1
JUN	9.41240710002811e-05	-0.388351061833681	0.34	0.424	1
TRAF3	9.49393617793061e-05	0.288327309269732	0.564	0.503	1
TET3	9.90579226323993e-05	0.341823033293565	0.314	0.24	1
PPP2R5E	0.000102749914924166	0.313090834799423	0.415	0.345	1
XPR1	0.000110084548872774	0.271319803004601	0.331	0.251	1
RNF168	0.000113948582204156	0.301871237577232	0.546	0.489	1
XPO1	0.000114803589840971	0.299728286355212	0.228	0.16	1
ETS1	0.000115706561540163	0.26929492533286	0.53	0.455	1
USP36	0.000120884396582284	0.27993849019447	0.264	0.194	1
ROCK1	0.000123829192430779	0.317726917889023	0.54	0.481	1
SMAP2	0.000125735015086699	0.286280691421596	0.495	0.431	1
CTDSPL2	0.000129372745898218	0.301666061821366	0.313	0.237	1
TGFBR1	0.00012964039030885	0.276454265027421	0.284	0.21	1
PBX3	0.000132240706210066	0.327951292575411	0.196	0.134	1
ASXL2	0.000133902713962931	0.276921569742988	0.213	0.145	1
SAMD8	0.000134908319582115	0.26450905572444	0.169	0.109	1
IQCB1	0.000135064979890391	0.296826517291665	0.245	0.18	1
MIGA1	0.000145497040607977	0.251468470819706	0.23	0.158	1
CBFB	0.000146105296061751	0.305459950558458	0.336	0.264	1
ITGAV	0.00015075709201055	-0.260774727358097	0.214	0.285	1
PTPN9	0.000156742283786925	0.300744544510392	0.142	0.088	1
ATP8B4	0.000161594372161683	0.476710710836274	0.184	0.127	1
YIPF4	0.000162074195374061	0.251717620936109	0.284	0.21	1
BTAF1	0.000162346981111472	0.275804119420598	0.273	0.2	1
MEGF9	0.000164377433719453	0.302010989229801	0.168	0.109	1
PHIP	0.000165469121741959	0.279552897436399	0.38	0.306	1
FNDC3A	0.000172556345543746	0.318513909835232	0.348	0.276	1
PPP2R2A	0.000174393978929682	0.288012503102561	0.393	0.313	1
LRBA	0.000177579242537313	0.30217208092362	0.525	0.48	1
NSMCE2	0.00018589161484188	0.384881729254395	0.371	0.306	1
ADNP	0.000194158625342013	0.351042752412706	0.365	0.302	1
C12orf75	0.000197242584272982	0.331643946576354	0.397	0.332	1
NAA35	0.000201854778076585	0.298484193046283	0.261	0.19	1
SMAP1	0.00021443039318538	0.264348071314148	0.346	0.267	1
RNF216	0.000215948510443685	0.334834905698555	0.363	0.294	1
ODF2L	0.000216748527249526	0.25212688164593	0.282	0.212	1
RLF	0.000218647105433566	0.330618637470784	0.408	0.339	1
C11orf49	0.000218734364310394	0.286290368674331	0.168	0.111	1
SETD5	0.000219103764030127	0.264412863298107	0.514	0.444	1
ANKHD1	0.000219287417053348	0.272059148122056	0.539	0.48	1
EPC2	0.0002212145869062	0.254818544713729	0.322	0.25	1
TXK	0.000222301805626689	0.297335461535579	0.502	0.44	1
CHST11	0.000224714490147832	0.314176601786623	0.597	0.527	1
USP15	0.000230696851118944	0.25004652369615	0.611	0.56	1
SEC24B	0.000240841968074932	0.279287930230181	0.392	0.315	1
CUX1	0.000258562479256908	0.257582163238356	0.428	0.349	1
NEK7	0.000304755094880704	0.314900192595723	0.379	0.312	1
AUTS2	0.00031660897365004	0.29194876876588	0.706	0.689	1
PHF21A	0.00033206565515601	0.404006612759415	0.385	0.324	1
ADAM17	0.000342615067902325	0.269700697204103	0.288	0.221	1
KIF9-AS1	0.000347266401858954	0.30297211091692	0.142	0.092	1
JAZF1	0.000347978704849443	0.258388676458253	0.57	0.506	1
RFX7	0.000362133221628194	0.296750074194388	0.215	0.154	1
ARID5B	0.000379482215235433	-0.265343331756963	0.358	0.429	1
GSK3B	0.000385457089012872	0.293917911084398	0.412	0.351	1
PIK3CB	0.000387346195098512	0.252845685698061	0.189	0.13	1
SEC31A	0.000393626088239236	0.305509874403722	0.386	0.318	1
MFSD14C	0.000402552522170183	0.25516851838239	0.209	0.149	1
UVRAG	0.000406575716023138	0.289943132663004	0.411	0.338	1
TANC2	0.000413367153401427	0.326529015525556	0.292	0.229	1
ASAP1	0.000425128350394281	0.29992670568514	0.533	0.489	1
SIPA1L1	0.000431588904240887	0.43237063362161	0.595	0.565	1
RESF1	0.000460096983911768	0.309230710227909	0.358	0.294	1
CIR1	0.000465434095859229	0.251038169017125	0.383	0.309	1
PDE4D	0.000471134768958264	0.313922274304572	0.581	0.548	1
MAP3K3	0.000472825904558685	0.291050162337447	0.233	0.173	1
KMT5B	0.000479641881291074	0.269901337407905	0.247	0.182	1
SPOP	0.000484749522998273	0.253613957515237	0.287	0.218	1
PRKCA	0.000502915751657278	0.33422642345576	0.437	0.379	1
ZNF33A	0.000531576207696436	0.281991059580928	0.296	0.23	1
MADD	0.000533863309929753	0.256515346945269	0.182	0.125	1
UBE2G1	0.000543558276106718	0.289066849081297	0.29	0.223	1
TBL1X	0.000546419148425983	0.251136703857864	0.625	0.58	1
RALA	0.00055998550919136	0.285577505704239	0.319	0.25	1
SNRK	0.000573484480207396	0.27260341096626	0.38	0.319	1
CEP350	0.000577755714015776	0.256668909418134	0.455	0.379	1
EPHA4	0.000601131113291636	0.345813396950559	0.457	0.401	1
PKN2	0.000605457374365558	0.303752151124531	0.376	0.314	1
RSBN1	0.000609676115550377	0.251756607205831	0.292	0.223	1
ATP10A	0.000610328366413516	0.259576670165479	0.263	0.196	1
CUL5	0.000611723520804987	0.27987106916415	0.28	0.215	1
UBE4B	0.000616608156546398	0.287523451877527	0.29	0.224	1
FGD3	0.00063090323822763	0.294079636565341	0.345	0.278	1
MCU	0.000639875254860714	0.268778627230461	0.216	0.156	1
ATF6	0.000651260182747542	0.252624132704685	0.291	0.223	1
MAP4K4	0.000652715612282897	0.322266718790891	0.413	0.354	1
GNB1	0.000652795413216562	0.267783908154092	0.629	0.591	1
USP33	0.000654561208040415	0.262088632103309	0.434	0.371	1
ARID1A	0.000664308470958144	0.258744761810134	0.4	0.334	1
DLG1	0.000678346183073266	0.279326035426063	0.278	0.215	1
BCLAF1	0.000701375562868635	0.262800341223314	0.427	0.363	1
NOSIP	0.000719274416810686	0.251045945900151	0.34	0.273	1
HECTD4	0.000738953505043753	0.326438540607114	0.366	0.304	1
SLC4A7	0.000795491163693117	0.272436496904641	0.192	0.137	1
PELI2	0.000857136439386293	0.281613327890918	0.214	0.155	1
ZNF331	0.000927422096900389	0.352432426636479	0.378	0.316	1
MON2	0.000952412728782642	0.313537567370829	0.435	0.385	1
CSGALNACT2	0.00101115583320402	0.252751053376802	0.522	0.475	1
NR1D2	0.00103526511876967	0.276552983734204	0.271	0.213	1
PPP2R5A	0.00105535421582612	0.279882781676185	0.348	0.283	1
UBA2	0.00106907954589249	0.262165090701342	0.33	0.266	1
ZNF611	0.00108928451379574	0.320647842716532	0.427	0.376	1
TPST1	0.00110791177629524	0.28231968860981	0.259	0.2	1
PDS5B	0.00111232305295289	0.26029586276102	0.287	0.224	1
BTBD7	0.00111346635224791	0.285810957869242	0.32	0.256	1
AC245297.3	0.00115938302737089	0.303319996625071	0.436	0.374	1
RNF115	0.00123382376889741	0.260235505094111	0.509	0.45	1
SCFD1	0.00124487818132807	0.294997513146414	0.396	0.336	1
AQR	0.00134956722475075	0.278944506154923	0.239	0.184	1
BRD7	0.00137030140149259	0.267854917568469	0.367	0.296	1
CNOT4	0.00141033156360962	0.253760446157527	0.489	0.428	1
HADHB	0.00147576261738631	0.274428664099206	0.248	0.191	1
KIAA2026	0.00147920786484279	0.254707368124685	0.28	0.221	1
ZNF37A	0.00154010193988299	0.260220443167654	0.163	0.114	1
PTPRJ	0.00154131625796881	0.298521315132631	0.709	0.685	1
PRKCE	0.00154624731699542	0.299612075803278	0.314	0.254	1
FBXO34	0.00154970338990455	0.275813189429198	0.495	0.453	1
JPX	0.00167152288391554	0.258924443331424	0.328	0.264	1
ETV6	0.00176323217714879	0.298507199231317	0.403	0.351	1
NF1	0.0017885582823592	0.275879291177971	0.295	0.232	1
RFFL	0.00180198809147674	0.260679048800166	0.445	0.385	1
XRN1	0.00192237119751076	0.271015740716979	0.513	0.468	1
MECP2	0.0019236830355766	0.278085719003359	0.396	0.34	1
SMURF1	0.00204413549133323	0.260365610028523	0.286	0.227	1
ILRUN	0.00215098015263801	0.271969517206188	0.322	0.266	1
TBXAS1	0.002309846859422	0.295843563365986	0.219	0.165	1
TNPO1	0.00235439722789219	0.266758013342098	0.309	0.249	1
FAM126B	0.0024079052347196	0.2615837479958	0.334	0.282	1
SCML4	0.00243900955310238	0.276834125568954	0.427	0.365	1
PITPNB	0.00245884882298044	0.262505871934656	0.338	0.279	1
FBXO33	0.0025757932117368	0.289471179241236	0.305	0.254	1
GAB1	0.00264385058266397	0.30958493774093	0.107	0.068	1
KLHDC10	0.00281417535923241	0.292873287695355	0.273	0.217	1
SACM1L	0.00301497678689338	0.260310754872642	0.249	0.196	1
FRY	0.00303475404582766	0.342858517041905	0.196	0.148	1
ARFGEF1	0.00313661710153749	0.264409191969485	0.454	0.405	1
NT5C3A	0.0033575748232576	0.311479944134623	0.416	0.368	1
ZBTB44	0.00353395698718191	0.302202772117187	0.27	0.219	1
VMP1	0.00357537374812903	0.267558199356947	0.506	0.468	1
BABAM2	0.00359969323817193	0.29109557376342	0.252	0.199	1
